"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Unidade","Multiplicador"
"2.2","Série encerrada","Cascavel",,,,,,,,,,,,,,"7183.54",,,,,,,,,,"R$",1
"2.2","Série encerrada","Catarina",,,,,,,,,,,,,,"3311.80",,,,,,,,,,"R$",1
"2.2","Série encerrada","Catunda",,,,,,,,,,,,,,"4757.53",,,,,,,,,,"R$",1
"2.2","Série encerrada","Caucaia",,,,,,,,,,,,,,"10881.38",,,,,,,,,,"R$",1
"2.2","Série encerrada","Cedro",,,,,,,,,,,,,,"4753.35",,,,,,,,,,"R$",1
"2.2","Série encerrada","Chaval",,,,,,,,,,,,,,"4787.76",,,,,,,,,,"R$",1
"2.2","Série encerrada","Choró",,,,,,,,,,,,,,"4036.94",,,,,,,,,,"R$",1
"2.2","Série encerrada","Chorozinho",,,,,,,,,,,,,,"4708.23",,,,,,,,,,"R$",1
"2.2","Série encerrada","Coreaú",,,,,,,,,,,,,,"3982.75",,,,,,,,,,"R$",1
"2.2","Série encerrada","Crateús",,,,,,,,,,,,,,"5600.92",,,,,,,,,,"R$",1
"2.2","Série encerrada","Crato",,,,,,,,,,,,,,"8082.37",,,,,,,,,,"R$",1
"2.2","Série encerrada","Croatá",,,,,,,,,,,,,,"4537.59",,,,,,,,,,"R$",1
"2.2","Série encerrada","Cruz",,,,,,,,,,,,,,"4737.13",,,,,,,,,,"R$",1
"2.2","Série encerrada","Deputado Irapuan Pinheiro",,,,,,,,,,,,,,"4208.70",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ereré",,,,,,,,,,,,,,"4544.51",,,,,,,,,,"R$",1
"2.2","Série encerrada","Eusébio",,,,,,,,,,,,,,"29327.45",,,,,,,,,,"R$",1
"2.2","Série encerrada","Farias Brito",,,,,,,,,,,,,,"4299.86",,,,,,,,,,"R$",1
"2.2","Série encerrada","Forquilha",,,,,,,,,,,,,,"4798.86",,,,,,,,,,"R$",1
"2.2","Série encerrada","Fortaleza",,,,,,,,,,,,,,"17359.53",,,,,,,,,,"R$",1
"2.2","Série encerrada","Fortim",,,,,,,,,,,,,,"5717.56",,,,,,,,,,"R$",1
"2.2","Série encerrada","Frecheirinha",,,,,,,,,,,,,,"5508.18",,,,,,,,,,"R$",1
"2.2","Série encerrada","General Sampaio",,,,,,,,,,,,,,"4993.36",,,,,,,,,,"R$",1
"2.2","Série encerrada","Graça",,,,,,,,,,,,,,"3901.48",,,,,,,,,,"R$",1
"2.2","Série encerrada","Granja",,,,,,,,,,,,,,"3742.16",,,,,,,,,,"R$",1
"2.2","Série encerrada","Granjeiro",,,,,,,,,,,,,,"4982.75",,,,,,,,,,"R$",1
"2.2","Série encerrada","Groaíras",,,,,,,,,,,,,,"4250.34",,,,,,,,,,"R$",1
"2.2","Série encerrada","Guaiúba",,,,,,,,,,,,,,"4330.02",,,,,,,,,,"R$",1
"2.2","Série encerrada","Guaraciaba do Norte",,,,,,,,,,,,,,"5745.33",,,,,,,,,,"R$",1
"2.2","Série encerrada","Guaramiranga",,,,,,,,,,,,,,"7518.60",,,,,,,,,,"R$",1
"2.2","Série encerrada","Hidrolândia",,,,,,,,,,,,,,"4982.04",,,,,,,,,,"R$",1
"2.2","Série encerrada","Horizonte",,,,,,,,,,,,,,"16083.43",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ibaretama",,,,,,,,,,,,,,"4091.42",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ibiapina",,,,,,,,,,,,,,"6328.94",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ibicuitinga",,,,,,,,,,,,,,"4435.71",,,,,,,,,,"R$",1
"2.2","Série encerrada","Icapuí",,,,,,,,,,,,,,"11900.99",,,,,,,,,,"R$",1
"2.2","Série encerrada","Icó",,,,,,,,,,,,,,"4819.55",,,,,,,,,,"R$",1
"2.2","Série encerrada","Iguatu",,,,,,,,,,,,,,"8978.46",,,,,,,,,,"R$",1
"2.2","Série encerrada","Independência",,,,,,,,,,,,,,"4982.91",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ipaporanga",,,,,,,,,,,,,,"3992.49",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ipaumirim",,,,,,,,,,,,,,"4641.80",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ipu",,,,,,,,,,,,,,"5082.74",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ipueiras",,,,,,,,,,,,,,"4512.56",,,,,,,,,,"R$",1
"2.2","Série encerrada","Iracema",,,,,,,,,,,,,,"5677.58",,,,,,,,,,"R$",1
"2.2","Série encerrada","Irauçuba",,,,,,,,,,,,,,"4554.58",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itaiçaba",,,,,,,,,,,,,,"4848.23",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itaitinga",,,,,,,,,,,,,,"5021.40",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itapajé",,,,,,,,,,,,,,"6447.98",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itapipoca",,,,,,,,,,,,,,"6576.73",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itapiúna",,,,,,,,,,,,,,"3966.05",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itarema",,,,,,,,,,,,,,"6103.24",,,,,,,,,,"R$",1
"2.2","Série encerrada","Itatira",,,,,,,,,,,,,,"3880.34",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jaguaretama",,,,,,,,,,,,,,"5382.58",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jaguaribara",,,,,,,,,,,,,,"6309.39",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jaguaribe",,,,,,,,,,,,,,"7912.77",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jaguaruana",,,,,,,,,,,,,,"6599.43",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jardim",,,,,,,,,,,,,,"4144.44",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jati",,,,,,,,,,,,,,"4435.64",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jijoca de Jericoacoara",,,,,,,,,,,,,,"5219.26",,,,,,,,,,"R$",1
"2.2","Série encerrada","Juazeiro do Norte",,,,,,,,,,,,,,"9210.68",,,,,,,,,,"R$",1
"2.2","Série encerrada","Jucás",,,,,,,,,,,,,,"4496.03",,,,,,,,,,"R$",1
"2.2","Série encerrada","Lavras da Mangabeira",,,,,,,,,,,,,,"4305.39",,,,,,,,,,"R$",1
"2.2","Série encerrada","Limoeiro do Norte",,,,,,,,,,,,,,"7543.62",,,,,,,,,,"R$",1
"2.2","Série encerrada","Madalena",,,,,,,,,,,,,,"4503.49",,,,,,,,,,"R$",1
"2.2","Série encerrada","Maracanaú",,,,,,,,,,,,,,"22445.12",,,,,,,,,,"R$",1
"2.2","Série encerrada","Maranguape",,,,,,,,,,,,,,"7021.40",,,,,,,,,,"R$",1
"2.2","Série encerrada","Marco",,,,,,,,,,,,,,"6293.39",,,,,,,,,,"R$",1
"2.2","Série encerrada","Martinópole",,,,,,,,,,,,,,"3664.93",,,,,,,,,,"R$",1
"2.2","Série encerrada","Massapê",,,,,,,,,,,,,,"4171.29",,,,,,,,,,"R$",1
"2.2","Série encerrada","Mauriti",,,,,,,,,,,,,,"4577.48",,,,,,,,,,"R$",1
"2.2","Série encerrada","Meruoca",,,,,,,,,,,,,,"4069.82",,,,,,,,,,"R$",1
"2.2","Série encerrada","Milagres",,,,,,,,,,,,,,"4436.96",,,,,,,,,,"R$",1
"2.2","Série encerrada","Milhã",,,,,,,,,,,,,,"4600.28",,,,,,,,,,"R$",1
"2.2","Série encerrada","Miraíma",,,,,,,,,,,,,,"4077.58",,,,,,,,,,"R$",1
"2.2","Série encerrada","Missão Velha",,,,,,,,,,,,,,"4668.28",,,,,,,,,,"R$",1
"2.2","Série encerrada","Mombaça",,,,,,,,,,,,,,"3864.31",,,,,,,,,,"R$",1
"2.2","Série encerrada","Monsenhor Tabosa",,,,,,,,,,,,,,"4335.27",,,,,,,,,,"R$",1
"2.2","Série encerrada","Morada Nova",,,,,,,,,,,,,,"6736.77",,,,,,,,,,"R$",1
"2.2","Série encerrada","Moraújo",,,,,,,,,,,,,,"4475.25",,,,,,,,,,"R$",1
"2.2","Série encerrada","Morrinhos",,,,,,,,,,,,,,"4245.04",,,,,,,,,,"R$",1
"2.2","Série encerrada","Mucambo",,,,,,,,,,,,,,"4308.15",,,,,,,,,,"R$",1
"2.2","Série encerrada","Mulungu",,,,,,,,,,,,,,"4628.17",,,,,,,,,,"R$",1
"2.2","Série encerrada","Nova Olinda",,,,,,,,,,,,,,"4835.22",,,,,,,,,,"R$",1
"2.2","Série encerrada","Nova Russas",,,,,,,,,,,,,,"5398.07",,,,,,,,,,"R$",1
"2.2","Série encerrada","Novo Oriente",,,,,,,,,,,,,,"4100.47",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ocara",,,,,,,,,,,,,,"3914.97",,,,,,,,,,"R$",1
"2.2","Série encerrada","Orós",,,,,,,,,,,,,,"5481.53",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pacajus",,,,,,,,,,,,,,"9296.96",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pacatuba",,,,,,,,,,,,,,"8631.49",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pacoti",,,,,,,,,,,,,,"4742.70",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pacujá",,,,,,,,,,,,,,"4752.12",,,,,,,,,,"R$",1
"2.2","Série encerrada","Palhano",,,,,,,,,,,,,,"4679.21",,,,,,,,,,"R$",1
"2.2","Série encerrada","Palmácia",,,,,,,,,,,,,,"3825.95",,,,,,,,,,"R$",1
"2.2","Série encerrada","Paracuru",,,,,,,,,,,,,,"12284.12",,,,,,,,,,"R$",1
"2.2","Série encerrada","Paraipaba",,,,,,,,,,,,,,"6498.91",,,,,,,,,,"R$",1
"2.2","Série encerrada","Parambu",,,,,,,,,,,,,,"4119.16",,,,,,,,,,"R$",1
"2.2","Série encerrada","Paramoti",,,,,,,,,,,,,,"4564.44",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pedra Branca",,,,,,,,,,,,,,"4003.86",,,,,,,,,,"R$",1
"2.2","Série encerrada","Penaforte",,,,,,,,,,,,,,"5898.09",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pentecoste",,,,,,,,,,,,,,"8399.50",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pereiro",,,,,,,,,,,,,,"4497.53",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pindoretama",,,,,,,,,,,,,,"5419.36",,,,,,,,,,"R$",1
"2.2","Série encerrada","Piquet Carneiro",,,,,,,,,,,,,,"4221.69",,,,,,,,,,"R$",1
"2.2","Série encerrada","Pires Ferreira",,,,,,,,,,,,,,"3869.94",,,,,,,,,,"R$",1
"2.2","Série encerrada","Poranga",,,,,,,,,,,,,,"3495.84",,,,,,,,,,"R$",1
"2.2","Série encerrada","Porteiras",,,,,,,,,,,,,,"4327.73",,,,,,,,,,"R$",1
"2.2","Série encerrada","Potengi",,,,,,,,,,,,,,"4218.01",,,,,,,,,,"R$",1
"2.2","Série encerrada","Potiretama",,,,,,,,,,,,,,"4922.73",,,,,,,,,,"R$",1
"2.2","Série encerrada","Quiterianópolis",,,,,,,,,,,,,,"4720.45",,,,,,,,,,"R$",1
"2.2","Série encerrada","Quixadá",,,,,,,,,,,,,,"7572.10",,,,,,,,,,"R$",1
"2.2","Série encerrada","Quixelô",,,,,,,,,,,,,,"3873.00",,,,,,,,,,"R$",1
"2.2","Série encerrada","Quixeramobim",,,,,,,,,,,,,,"6323.73",,,,,,,,,,"R$",1
"2.2","Série encerrada","Quixeré",,,,,,,,,,,,,,"7529.53",,,,,,,,,,"R$",1
"2.2","Série encerrada","Redenção",,,,,,,,,,,,,,"5231.99",,,,,,,,,,"R$",1
"2.2","Série encerrada","Reriutaba",,,,,,,,,,,,,,"4950.70",,,,,,,,,,"R$",1
"2.2","Série encerrada","Russas",,,,,,,,,,,,,,"8844.63",,,,,,,,,,"R$",1
"2.2","Série encerrada","Saboeiro",,,,,,,,,,,,,,"3954.91",,,,,,,,,,"R$",1
"2.2","Série encerrada","Salitre",,,,,,,,,,,,,,"4040.90",,,,,,,,,,"R$",1
"2.2","Série encerrada","Santana do Acaraú",,,,,,,,,,,,,,"4492.78",,,,,,,,,,"R$",1
"2.2","Série encerrada","Santana do Cariri",,,,,,,,,,,,,,"4388.49",,,,,,,,,,"R$",1
"2.2","Série encerrada","Santa Quitéria",,,,,,,,,,,,,,"5609.55",,,,,,,,,,"R$",1
"2.2","Série encerrada","São Benedito",,,,,,,,,,,,,,"5945.96",,,,,,,,,,"R$",1
"2.2","Série encerrada","São Gonçalo do Amarante",,,,,,,,,,,,,,"31895.99",,,,,,,,,,"R$",1
"2.2","Série encerrada","São João do Jaguaribe",,,,,,,,,,,,,,"5195.37",,,,,,,,,,"R$",1
"2.2","Série encerrada","São Luís do Curu",,,,,,,,,,,,,,"5497.15",,,,,,,,,,"R$",1
"2.2","Série encerrada","Senador Pompeu",,,,,,,,,,,,,,"5589.85",,,,,,,,,,"R$",1
"2.2","Série encerrada","Senador Sá",,,,,,,,,,,,,,"4766.29",,,,,,,,,,"R$",1
"2.2","Série encerrada","Sobral",,,,,,,,,,,,,,"12750.83",,,,,,,,,,"R$",1
"2.2","Série encerrada","Solonópole",,,,,,,,,,,,,,"5373.25",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tabuleiro do Norte",,,,,,,,,,,,,,"6092.81",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tamboril",,,,,,,,,,,,,,"4404.64",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tarrafas",,,,,,,,,,,,,,"3974.04",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tauá",,,,,,,,,,,,,,"5592.17",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tejuçuoca",,,,,,,,,,,,,,"3783.55",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tianguá",,,,,,,,,,,,,,"7079.45",,,,,,,,,,"R$",1
"2.2","Série encerrada","Trairi",,,,,,,,,,,,,,"5672.78",,,,,,,,,,"R$",1
"2.2","Série encerrada","Tururu",,,,,,,,,,,,,,"4097.46",,,,,,,,,,"R$",1
"2.2","Série encerrada","Ubajara",,,,,,,,,,,,,,"5686.43",,,,,,,,,,"R$",1
"2.2","Série encerrada","Umari",,,,,,,,,,,,,,"4016.23",,,,,,,,,,"R$",1
"2.2","Série encerrada","Umirim",,,,,,,,,,,,,,"4412.22",,,,,,,,,,"R$",1
"2.2","Série encerrada","Uruburetama",,,,,,,,,,,,,,"8381.71",,,,,,,,,,"R$",1
"2.2","Série encerrada","Uruoca",,,,,,,,,,,,,,"4321.33",,,,,,,,,,"R$",1
"2.2","Série encerrada","Varjota",,,,,,,,,,,,,,"7119.38",,,,,,,,,,"R$",1
"2.2","Série encerrada","Várzea Alegre",,,,,,,,,,,,,,"4535.16",,,,,,,,,,"R$",1
"2.2","Série encerrada","Viçosa do Ceará",,,,,,,,,,,,,,"4098.72",,,,,,,,,,"R$",1
"3","Valor adicionado bruto a preços correntes",,,,,,,,,,,,,,,,,,,,,,,,,"",""
"3.1","Série revisada","Abaiara",,,,,,,,,,,,"34981","49063","41088","48319","61590.96","62305.06","69243.65","87702.75","83368.88","89531.099","103868.825","112712.23","R$",1000
"3.1","Série revisada","Acarape",,,,,,,,,,,,"60247","71722","71901","93075","106097.09","109742.65","118647.93","140288.97","118301.55","133073.959","146374.736","168762.971","R$",1000
"3.1","Série revisada","Acaraú",,,,,,,,,,,,"304777","362709","387272","442398","491251.51","516111.53","545164.20","590338.27","528323.54","645982.62","786583.852","953526.823","R$",1000
"3.1","Série revisada","Acopiara",,,,,,,,,,,,"200328","242387","244355","267856","313519.57","323275.58","349918.71","370443.53","366413.96","426013.554","481587.644","526631.299","R$",1000
"3.1","Série revisada","Aiuaba",,,,,,,,,,,,"49925","69968","64165","75827","91015.95","101002.06","97524.53","101225.20","109639.07","124653.718","147480.07","146247.994","R$",1000
"3.1","Série revisada","Alcântaras",,,,,,,,,,,,"36024","44093","43965","46132","58564.37","57807.42","57748.61","67079.75","75122.89","78904.624","88476.241","94202.504","R$",1000
"3.1","Série revisada","Altaneira",,,,,,,,,,,,"22374","27930","32622","36273","46151.99","42150.61","43602.06","51191.62","49206.61","56093.184","63550.963","72081.527","R$",1000
"3.1","Série revisada","Alto Santo",,,,,,,,,,,,"75933","82157","81619","99736","119781.36","123315.54","126271.97","137421.66","148433.30","172282.784","199806.931","221395.92","R$",1000
"3.1","Série revisada","Amontada",,,,,,,,,,,,"232912","289604","277069","270279","347126.24","299939.31","400367.81","410627.50","416015.29","486247.82","506768.301","626990.612","R$",1000
"3.1","Série revisada","Antonina do Norte",,,,,,,,,,,,"26527","31715","34517","39882","46326.56","45381.30","48868.15","54417.29","52183.40","60322.923","65154.614","74387.646","R$",1000
"3.1","Série revisada","Apuiarés",,,,,,,,,,,,"46812","52786","53402","63289","76114.47","82654.14","88143.36","108878.30","99711.26","107611.364","107086.078","114369.951","R$",1000
"3.1","Série revisada","Aquiraz",,,,,,,,,,,,"640883","734499","900008","1284922","1349243.25","1485985.22","1707590.01","1767855.10","1596685.55","2126973.825","2432751.051","2850933.976","R$",1000
"3.1","Série revisada","Aracati",,,,,,,,,,,,"527487","660117","806789","907584","992808.25","1056059.19","1109661.11","1169059.68","1043976.39","1273136.009","1358014.206","1557056.354","R$",1000
"3.1","Série revisada","Aracoiaba",,,,,,,,,,,,"94686","113861","113919","132748","155122.93","167503.74","182187.48","194568.86","191475.41","217997.328","249644.644","250844.867","R$",1000
"3.1","Série revisada","Ararendá",,,,,,,,,,,,"33823","43198","41790","46206","55997.46","58082.55","62534.69","76029.67","78070.58","81426.709","85623.841","101963.072","R$",1000
"3.1","Série revisada","Araripe",,,,,,,,,,,,"83502","96542","96576","117106","150862.75","145309.73","143231.90","156198.84","144678.33","163238.793","184062.959","200319.303","R$",1000
"3.1","Série revisada","Aratuba",,,,,,,,,,,,"67360","69772","69759","63746","80601.69","81507.48","90466.13","145200.16","128921.14","121563.929","153369.482","146149.304","R$",1000
"3.1","Série revisada","Arneiroz",,,,,,,,,,,,"29242","33976","31835","33937","40642.68","44226.79","48176.38","50936.08","53442.42","56000.82","63690.601","67144.689","R$",1000
"3.1","Série revisada","Assaré",,,,,,,,,,,,"81734","107004","107592","135728","170762.28","152025.01","143141.34","210496.46","160254.09","185144.715","262318.08","224824.072","R$",1000
"3.1","Série revisada","Aurora",,,,,,,,,,,,"89096","122971","111627","128413","156262.74","156017.10","162897.96","182066.31","179991.69","195915.645","201444.351","204272.469","R$",1000
"3.1","Série revisada","Baixio",,,,,,,,,,,,"21452","25374","25415","30136","36412.00","38523.65","40515.99","44227.28","56276.50","53311.006","62758.889","65605.749","R$",1000
"3.1","Série revisada","Banabuiú",,,,,,,,,,,,"79615","102073","90465","104128","122838.23","128556.72","134356.02","156641.65","156020.31","173515.494","198646.27","245742.378","R$",1000
"3.1","Série revisada","Barbalha",,,,,,,,,,,,"417551","455385","528833","518308","651237.88","638266.05","776176.05","843994.04","804218.31","952197.287","1084659.009","1217465.041","R$",1000
"3.1","Série revisada","Barreira",,,,,,,,,,,,"76183","90336","135339","106377","119164.27","128803.31","138268.67","156740.07","154576.57","172467.129","195579.663","226646.519","R$",1000
"3.1","Série revisada","Barro",,,,,,,,,,,,"90324","94593","99310","114811","134716.62","141687.37","147536.58","169409.52","169693.48","183705.542","213073.98","228368.035","R$",1000
"3.1","Série revisada","Barroquinha",,,,,,,,,,,,"56053","64634","69515","75652","89409.72","93298.70","93695.10","99165.81","99451.80","105875.435","118698.888","127274.26","R$",1000
"3.1","Série revisada","Baturité",,,,,,,,,,,,"188213","214029","206922","223735","320601.55","311860.05","281501.30","348158.46","323229.72","366724.829","394642.787","419933.253","R$",1000
"3.1","Série revisada","Beberibe",,,,,,,,,,,,"315356","406562","412087","481299","559580.61","595589.71","605229.42","768736.36","722070.75","838386.031","921120.717","1014774.573","R$",1000
"3.1","Série revisada","Bela Cruz",,,,,,,,,,,,"100962","120876","127792","145275","161492.93","180100.26","196599.40","229270.51","235344.29","255213.757","257416.884","307351.758","R$",1000
"3.1","Série revisada","Boa Viagem",,,,,,,,,,,,"219570","263929","200134","270261","320774.46","327070.28","348078.56","382255.95","377723.20","440222.696","478218.839","502460.603","R$",1000
"3.1","Série revisada","Brejo Santo",,,,,,,,,,,,"227904","294680","282181","306270","496070.08","541974.51","631176.42","535683.86","475061.01","618992.043","654106.024","747731.639","R$",1000
"3.1","Série revisada","Camocim",,,,,,,,,,,,"352001","372783","503672","423300","507144.67","513336.64","578945.09","625838.77","558421.30","670932.362","696308.55","788717.177","R$",1000
"3.1","Série revisada","Campos Sales",,,,,,,,,,,,"114309","134268","138742","161202","188396.01","188371.45","189377.79","213101.14","191720.62","252008.916","295714.788","274766.477","R$",1000
"3.1","Série revisada","Canindé",,,,,,,,,,,,"343032","409210","414366","433748","537962.70","582623.90","606477.41","672890.34","619986.76","829938.572","825121.812","846383.226","R$",1000
"3.1","Série revisada","Capistrano",,,,,,,,,,,,"67201","82439","75084","84614","108402.95","106646.94","109022.48","142918.95","173158.50","148356.411","182452.682","167116.943","R$",1000
"3.1","Série revisada","Caridade",,,,,,,,,,,,"68700","80567","76921","78652","97229.47","106993.15","110936.38","121674.59","125430.64","148958.414","171765.463","172609.41","R$",1000
"3.1","Série revisada","Cariré",,,,,,,,,,,,"64583","74230","75410","83303","95632.22","106406.71","114666.18","135606.47","149324.17","156070.454","167923.203","184816.481","R$",1000
"3.1","Série revisada","Caririaçu",,,,,,,,,,,,"96217","105524","105556","126361","150593.75","150196.00","170677.71","192476.13","198786.62","201632.03","239881.728","242479.036","R$",1000
"3.1","Série revisada","Cariús",,,,,,,,,,,,"64616","72132","67627","78665","103948.20","100016.77","124887.09","132943.04","137148.39","138124.946","158546.796","173219.833","R$",1000
"3.1","Série revisada","Carnaubal",,,,,,,,,,,,"61450","77462","77855","86680","99210.33","93093.70","103725.98","114424.75","117313.68","125527.262","146945.37","158216.124","R$",1000
"3.1","Série revisada","Cascavel",,,,,,,,,,,,"436464","479584","531946","587049","715629.99","756267.52","802999.10","824685.32","698476.80","842922.629","881864.407","983021.898","R$",1000
"3.1","Série revisada","Catarina",,,,,,,,,,,,"56295","63050","63290","74369","87307.47","94610.21","99956.43","107499.34","118470.75","114319.905","135241.857","148458.063","R$",1000
"3.1","Série revisada","Catunda",,,,,,,,,,,,"43180","59891","47647","59104","73644.47","72699.82","77625.92","82586.68","79817.08","109475.226","101076.356","107923.131","R$",1000
"3.1","Série revisada","Caucaia",,,,,,,,,,,,"2377556","2760431","3189489","3892604","4684643.78","4795643.17","4624712.17","4941307.53","4330943.32","5869820.764","5918517.565","8414842.597","R$",1000
"3.1","Série revisada","Cedro",,,,,,,,,,,,"98071","111156","115541","125287","157976.78","158819.38","171968.78","176311.56","178643.55","195134.02","212701.6","232639.503","R$",1000
"3.1","Série revisada","Chaval",,,,,,,,,,,,"46047","50658","56296","62817","70621.59","72656.76","78062.14","88459.23","80568.37","91058.338","97693.175","104833.749","R$",1000
"3.1","Série revisada","Choró",,,,,,,,,,,,"42933","53360","51119","56920","67814.20","68685.47","70393.70","81158.67","79671.93","118358.697","167115.358","167028.747","R$",1000
"3.1","Série revisada","Chorozinho",,,,,,,,,,,,"88346","96737","89560","106307","122701.34","125481.92","131902.70","185204.74","197760.88","211013.45","195248.5","208604.571","R$",1000
"3.1","Série revisada","Coreaú",,,,,,,,,,,,"76839","83482","88313","101167","115863.55","122705.72","129629.61","144385.58","145539.97","167130.635","183061.639","212106.349","R$",1000
"3.1","Série revisada","Crateús",,,,,,,,,,,,"350512","427119","408137","445441","583144.71","587594.66","624288.39","700080.71","661534.73","795824.112","840782.825","888306.129","R$",1000
"3.1","Série revisada","Crato",,,,,,,,,,,,"894330","916611","987118","1067660","1293509.07","1290561.69","1379254.93","1392283.70","1262861.48","1584388.171","1565984.684","1679617.745","R$",1000
"3.1","Série revisada","Croatá",,,,,,,,,,,,"65869","77405","72888","90979","97382.03","97013.79","112257.40","127295.30","138300.03","173252.635","199878.55","216413.741","R$",1000
"3.1","Série revisada","Cruz",,,,,,,,,,,,"87755","99262","105649","117161","135658.81","163307.49","179449.53","214450.43","213896.66","263356.844","271026.628","339736.029","R$",1000
"3.1","Série revisada","Deputado Irapuan Pinheiro",,,,,,,,,,,,"34813","42193","38253","45903","55676.56","57563.50","62556.89","63826.92","61329.54","70655.935","85021.069","96852.237","R$",1000
"3.1","Série revisada","Ereré",,,,,,,,,,,,"25542","28831","30200","34777","41767.73","44630.97","49745.36","50706.71","50729.84","55330.391","65095.467","77990.858","R$",1000
"3.1","Série revisada","Eusébio",,,,,,,,,,,,"1081654","1234916","1295831","1606329","1935065.76","2138704.24","2433729.37","2261825.39","1919974.74","2518938.394","2562242.653","2827543.643","R$",1000
"3.1","Série revisada","Farias Brito",,,,,,,,,,,,"71915","86867","88547","99353","193416.46","132133.13","125367.07","189187.71","154314.21","180372.487","201636.636","193235.808","R$",1000
"3.1","Série revisada","Forquilha",,,,,,,,,,,,"86547","96367","100148","110498","131355.46","140791.06","166946.88","194964.05","179481.91","208375.798","229728.495","279487.898","R$",1000
"3.1","Série revisada","Fortaleza",,,,,,,,,,,,"31504312","35181304","38815008","42387122","48449773.66","49463859.97","52079352.03","53128249.55","57049616.58","57454123.275","55297677.539","60624817.198","R$",1000
"3.1","Série revisada","Fortim",,,,,,,,,,,,"71622","87885","94844","111905","124649.78","133585.27","132667.98","148953.34","151983.72","179712.225","207344.405","292525.375","R$",1000
"3.1","Série revisada","Frecheirinha",,,,,,,,,,,,"61701","71749","72278","96511","143193.83","170209.86","191975.78","222210.76","229858.98","238840.822","207867.673","246364.907","R$",1000
"3.1","Série revisada","General Sampaio",,,,,,,,,,,,"27094","32241","32313","36590","42715.09","44311.71","42536.75","50952.51","57031.49","66080.638","72539.175","79990.126","R$",1000
"3.1","Série revisada","Graça",,,,,,,,,,,,"52604","56209","57998","62872","74921.16","79289.64","83416.13","92584.43","101447.57","101862.879","113322.327","124795.547","R$",1000
"3.1","Série revisada","Granja",,,,,,,,,,,,"178243","193311","191839","232294","273077.99","310843.34","358590.41","351128.90","358316.86","375268.257","422613.177","445611.39","R$",1000
"3.1","Série revisada","Granjeiro",,,,,,,,,,,,"18529","20998","23846","24015","30738.62","29521.59","30509.12","37475.77","42079.18","43635.221","45710.969","49685.292","R$",1000
"3.1","Série revisada","Groaíras",,,,,,,,,,,,"36306","40528","42593","50466","61600.08","64319.91","67048.43","74321.45","77295.46","83110.518","91067.293","103321.512","R$",1000
"3.1","Série revisada","Guaiúba",,,,,,,,,,,,"97881","106428","106631","128752","146617.64","153424.20","159882.70","200616.71","194396.21","193365.444","207472.508","220362.301","R$",1000
"3.1","Série revisada","Guaraciaba do Norte",,,,,,,,,,,,"198043","225563","220262","265414","303052.68","307324.10","338242.61","426529.70","455324.38","529234.724","609799.187","632139.98","R$",1000
"3.1","Série revisada","Guaramiranga",,,,,,,,,,,,"37384","43089","39940","43316","58617.36","48441.06","52722.22","58840.76","58013.42","72189.209","68498.763","76568.311","R$",1000
"3.1","Série revisada","Hidrolândia",,,,,,,,,,,,"77658","95617","93006","98732","111383.93","119879.33","131249.22","137481.91","142278.84","146764.038","162867.826","176984.246","R$",1000
