"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Unidade","Multiplicador"
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Jardim",,,,,,,,,,,,"53967","53379","64232","68707","81672.13","89526.17","92511.22","99564.35","104256.46","110571.927","120736.876","128952.973","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Jati",,,,,,,,,,,,"14836","16689","18485","22457","26367.38","29356.37","31383.11","34899.36","35995.50","39493.761","40745.309","39429.044","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Jijoca de Jericoacoara",,,,,,,,,,,,"34594","36953","40744","50184","55602.80","62767.35","71595.69","78678.91","81903.84","100843.394","106040.879","120725.63","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Juazeiro do Norte",,,,,,,,,,,,"468180","493010","535339","581443","661424.85","739638.43","783182.44","844135.94","916971.11","968545.839","1062282.162","1048871.539","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Jucás",,,,,,,,,,,,"46310","50504","50729","63896","71513.44","73686.25","78315.67","79568.32","86404.62","94709.901","102462.935","114275.638","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Lavras da Mangabeira",,,,,,,,,,,,"55464","62785","65689","76685","87477.41","94048.92","96912.01","105217.66","111596.37","116627.306","120350.051","129650.192","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Limoeiro do Norte",,,,,,,,,,,,"108570","118035","122891","153414","165949.34","171858.80","183236.47","188351.45","198966.49","209679.97","237160.232","250412.361","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Madalena",,,,,,,,,,,,"39206","42826","46189","47735","59629.96","64897.78","67279.53","70796.20","73038.76","75531.845","81272.353","88357.925","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Maracanaú",,,,,,,,,,,,"457409","499696","560683","602215","732001.09","800484.35","803042.51","862279.62","936556.06","1015263.073","1041741.529","1084777.446","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Maranguape",,,,,,,,,,,,"201484","223496","241177","274328","301444.04","343296.85","368084.91","400033.33","414086.58","426298.905","445900.605","480375.11","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Marco",,,,,,,,,,,,"51584","49738","61520","67179","79660.56","85232.13","86350.64","93740.25","99906.24","100653.716","114842.797","131626.075","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Martinópole",,,,,,,,,,,,"20157","21124","20673","29366","32689.69","36636.24","38316.19","43207.21","43296.29","45487.76","49873.001","53937.651","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Massapê",,,,,,,,,,,,"61858","69849","71523","85238","99641.92","102320.35","112085.69","126627.56","135625.46","139273.747","148238.594","161237.019","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mauriti",,,,,,,,,,,,"79248","91434","96688","106717","127374.27","140563.90","145035.61","147777.33","158971.05","168846.555","183674.394","209164.593","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Meruoca",,,,,,,,,,,,"27021","30926","32445","37304","43286.98","46399.60","49932.25","53975.74","56685.78","60945.546","67327.356","72576.823","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Milagres",,,,,,,,,,,,"53146","58130","60415","68219","78086.93","81611.49","87625.87","92968.99","97026.80","100889","105759.837","114788.1","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Milhã",,,,,,,,,,,,"27929","30469","31301","32987","38360.14","40509.68","44577.67","47778.81","50744.87","53128.383","57597.41","60472.155","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Miraíma",,,,,,,,,,,,"26267","29445","33241","35854","42722.48","44522.18","46429.60","52265.85","52977.04","56708.662","61095.497","66207.291","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Missão Velha",,,,,,,,,,,,"65994","72959","76691","86200","95607.59","100209.93","109676.85","118938.65","129904.97","137861.429","143204.986","163691.487","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mombaça",,,,,,,,,,,,"73335","79311","82610","97335","111957.40","119251.88","124242.95","135194.13","144369.65","153002.341","165796.561","176330.748","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Monsenhor Tabosa",,,,,,,,,,,,"35055","36701","40672","45264","52864.19","57298.16","60573.20","66562.11","67864.03","69685.538","72489.705","80572.942","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Morada Nova",,,,,,,,,,,,"122751","127338","134868","151047","166526.27","178526.58","186282.61","211298.34","223960.10","228416.444","247640.948","261783.619","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Moraújo",,,,,,,,,,,,"17462","19393","19935","22571","27100.38","29564.37","29910.06","32066.38","31952.09","34631.545","37327.813","38739.297","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Morrinhos",,,,,,,,,,,,"40329","44673","47163","52838","62562.32","66394.25","68650.76","73553.90","69962.83","81536.887","86162.193","93910.694","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mucambo",,,,,,,,,,,,"27630","33520","33835","38656","43546.68","45509.40","48027.90","50464.92","54543.07","57493.857","60805.351","65916.638","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Mulungu",,,,,,,,,,,,"23831","25246","27860","30945","37136.46","39728.50","41193.98","45543.00","56577.03","47071","50259.78","54771.317","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Nova Olinda",,,,,,,,,,,,"27934","31457","32635","39634","46086.82","50270.59","50581.09","55072.65","58994.49","62843.615","68686.501","73923.803","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Nova Russas",,,,,,,,,,,,"61428","68218","70309","80054","93131.63","98439.47","103671.16","106643.33","111397.23","119169.209","129189.528","141317.244","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Novo Oriente",,,,,,,,,,,,"48719","54818","56176","68611","76966.64","82165.12","84623.97","91656.83","99460.79","106132.134","114744.642","124882.116","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ocara",,,,,,,,,,,,"47869","52800","56208","62762","73562.63","78519.44","81130.84","88205.05","92025.60","98606.375","106543.725","110769.698","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Orós",,,,,,,,,,,,"40987","44340","46792","53354","60879.19","63990.56","66610.89","71847.07","75797.42","80319.217","87520.257","97745.85","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pacajus",,,,,,,,,,,,"117655","132108","150209","159154","193089.40","202356.40","211671.39","227632.17","241643.30","258746.545","262244.574","283862.351","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pacatuba",,,,,,,,,,,,"131971","147200","155208","172037","211322.70","226156.98","241937.06","258983.85","268585.51","270271.617","298873.421","303701.114","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pacoti",,,,,,,,,,,,"24781","27420","28314","32496","37865.31","40930.26","41703.54","44273.74","48632.89","50402.011","51528.115","54736.15","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pacujá",,,,,,,,,,,,"13967","15249","16794","18324","21203.85","21662.45","22598.18","24542.60","25487.51","28011.279","29854.871","32468.51","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Palhano",,,,,,,,,,,,"17808","19140","20484","22987","27228.59","30403.74","30684.25","33707.20","35761.38","37477.223","40587.855","44102.816","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Palmácia",,,,,,,,,,,,"24551","27206","29393","33837","36225.00","38856.88","40306.44","42908.02","45719.15","49986.039","53269.76","57422.036","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Paracuru",,,,,,,,,,,,"65136","73308","80033","94369","112689.28","117783.12","121699.13","153233.24","141936.69","149660.095","160271.113","169458.338","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Paraipaba",,,,,,,,,,,,"57551","63725","70496","82042","88511.94","98247.65","102771.89","114491.97","124047.84","131037.84","139536.783","143422.906","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Parambu",,,,,,,,,,,,"57972","62053","63467","72120","79090.70","94448.10","91244.41","94541.69","106214.01","110563.227","113276.757","128656.032","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Paramoti",,,,,,,,,,,,"26124","28604","28580","34530","36159.39","41072.14","43262.89","47242.66","49857.02","49998.314","51206.47","56109.582","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pedra Branca",,,,,,,,,,,,"79899","87898","90834","102391","116689.90","121892.15","130857.25","143641.27","154504.16","174404.119","190021.433","195399.433","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Penaforte",,,,,,,,,,,,"18175","20024","21821","25544","30250.49","32945.75","34185.10","37372.86","40648.21","42053.994","43958.832","48972.434","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pentecoste",,,,,,,,,,,,"68452","76356","74596","87412","103591.09","115015.40","123143.59","134408.52","139213.20","147085.622","162020.76","179642.967","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pereiro",,,,,,,,,,,,"32750","35989","36510","40689","44607.01","52102.24","53048.89","55899.01","58171.51","62447.299","67606.607","74774.916","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pindoretama",,,,,,,,,,,,"38519","41030","44138","48002","57653.52","60095.74","63742.60","74444.03","81989.53","87691.823","92564.062","107771.634","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Piquet Carneiro",,,,,,,,,,,,"28873","31463","33516","39288","44856.40","47921.78","51018.33","55952.08","60819.41","64315.82","69645.756","76893.422","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Pires Ferreira",,,,,,,,,,,,"18735","20182","21611","24250","27674.07","28660.04","30535.90","31890.89","33655.80","35296.054","40577.527","43381.611","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Poranga",,,,,,,,,,,,"23152","25190","26987","31865","36675.22","38055.74","39397.72","44143.94","45132.20","48660.05","52041.673","57397.042","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Porteiras",,,,,,,,,,,,"30643","33727","35230","38878","43492.93","50143.54","50747.16","53433.29","57004.81","60968.587","63868.523","74878.813","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Potengi",,,,,,,,,,,,"20733","22485","24333","27498","34537.94","37379.22","36892.24","40663.93","43908.85","42771.039","45469.811","49672.44","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Potiretama",,,,,,,,,,,,"13174","14106","14691","16678","20980.02","22569.07","24648.12","26111.00","27206.98","29263.014","30387.26","37897.407","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Quiterianópolis",,,,,,,,,,,,"38563","40556","43657","48009","57670.64","61787.89","65548.59","70717.97","74406.23","81450.963","83683.675","89825.661","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Quixadá",,,,,,,,,,,,"149655","162213","173414","188991","224763.60","250541.36","261003.24","271382.61","285434.11","318037.235","340996.434","361527.924","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Quixelô",,,,,,,,,,,,"32723","34541","36287","41875","45798.45","50202.66","55464.02","56128.58","55129.17","61827.744","68439.841","72388.794","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Quixeramobim",,,,,,,,,,,,"133220","147448","155747","186338","225437.53","243806.70","254285.82","275497.67","275703.22","295864.715","303550.66","320101.494","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Quixeré",,,,,,,,,,,,"40378","44356","47771","53850","59930.64","64185.78","68146.49","74217.58","83924.37","88292.978","97999.853","105545.188","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Redenção",,,,,,,,,,,,"53898","59102","62176","71777","79720.99","86224.97","88519.06","94107.57","103858.57","110240.402","117098.401","131891.39","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Reriutaba",,,,,,,,,,,,"37620","42357","44881","50331","56806.41","58147.69","62687.55","68897.49","73518.32","76758.286","74911.533","80538.856","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Russas",,,,,,,,,,,,"131557","145485","150639","173912","200142.78","216743.34","231258.83","244020.45","259984.23","283347.179","301024.664","332272.084","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Saboeiro",,,,,,,,,,,,"30178","35167","35355","40598","46667.33","51509.02","53546.85","57865.23","63583.38","65734.374","70393.107","72950.847","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Salitre",,,,,,,,,,,,"33175","36621","39557","44872","51002.60","56112.34","57919.04","62092.41","64283.53","72509.835","79562.466","87085.731","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santana do Acaraú",,,,,,,,,,,,"57632","64580","69594","78163","91572.72","97065.70","101058.78","110484.27","111267.60","117861.276","129188.635","135881.562","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santana do Cariri",,,,,,,,,,,,"35170","38360","40282","47077","53856.07","56284.92","56776.76","67191.79","68324.75","76701.826","81557.65","83709.557","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Santa Quitéria",,,,,,,,,,,,"82293","91260","94813","106796","123459.78","126923.50","131834.17","143406.36","150269.15","156681.155","177735.749","197237.16","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Benedito",,,,,,,,,,,,"81047","89699","98103","108032","123403.32","136620.98","142495.40","154446.84","158649.24","167877.331","181465.171","195862.248","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Gonçalo do Amarante",,,,,,,,,,,,"93037","109132","120416","142908","190662.77","217269.29","232434.50","239991.32","261483.93","262652.549","306246.451","312347.748","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São João do Jaguaribe",,,,,,,,,,,,"16402","17055","18643","21440","23916.68","25516.84","27650.45","28462.28","29890.18","30763.872","33302.789","35208.015","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","São Luís do Curu",,,,,,,,,,,,"26256","27745","28948","33242","38713.83","41002.59","42240.15","41675.12","45346.08","49347.803","55028.192","57522.603","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Senador Pompeu",,,,,,,,,,,,"51136","55381","59777","64305","73052.65","76290.80","82280.47","88593.14","92609.79","94652.612","100140.332","106016.805","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Senador Sá",,,,,,,,,,,,"14985","17013","17707","19073","21780.20","23637.94","24546.31","23947.64","27755.78","29575.9","31521.675","34287.012","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Sobral",,,,,,,,,,,,"392424","431174","464269","515017","609816.90","660994.33","698989.05","740168.15","755418.41","813275.168","869768.711","965636.787","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Solonópole",,,,,,,,,,,,"36973","40357","44001","47631","53822.10","56842.09","59133.54","65476.05","69225.86","74985.21","79200.228","86355.849","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tabuleiro do Norte",,,,,,,,,,,,"53584","56871","60687","71942","81775.12","84876.01","89495.76","96632.12","102018.43","108163.01","117552.098","126962.845","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tamboril",,,,,,,,,,,,"52867","56365","60047","64584","75268.35","77679.75","81624.69","92204.52","97818.22","104710.056","108812.704","117292.295","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tarrafas",,,,,,,,,,,,"18658","20725","22370","26202","29863.89","30474.16","30603.25","33994.58","36517.16","37916.375","41057.245","42203.033","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tauá",,,,,,,,,,,,"111119","116053","119147","139111","169095.22","181805.51","179182.56","209014.95","213947.66","219455.958","221893.631","224020.51","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tejuçuoca",,,,,,,,,,,,"32143","36079","40470","45543","53595.91","60383.97","63649.95","62732.03","66025.66","78013.446","80388.357","82177.507","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tianguá",,,,,,,,,,,,"124864","140134","148429","166490","197995.29","211246.23","231124.26","251060.86","259826.79","276166.578","317638.473","326956.029","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Trairi",,,,,,,,,,,,"97559","104230","106505","127239","149828.49","155945.77","170028.61","186094.59","191609.86","201770.391","220300.224","250906.872","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Tururu",,,,,,,,,,,,"30765","31425","36414","40802","47558.59","50343.99","53304.55","56541.76","59948.84","65784.946","68032.808","76713.77","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Ubajara",,,,,,,,,,,,"60220","65311","68988","80172","92481.45","98823.37","110616.66","120417.88","126957.16","137004.678","141242.314","151548.618","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Umari",,,,,,,,,,,,"14518","16272","17711","20114","22786.09","24802.95","26438.10","27839.34","30776.54","31615.519","33529.841","35203.683","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Umirim",,,,,,,,,,,,"37552","40817","43214","48106","56624.27","60696.03","64467.46","69313.19","83965.28","79342.023","80581.26","81745.455","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Uruburetama",,,,,,,,,,,,"44267","46496","48145","56033","63089.27","71646.95","72481.30","77328.46","78593.59","85405.81","95936.262","100172.85","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Uruoca",,,,,,,,,,,,"27152","29747","31944","34787","40070.37","43585.18","44782.05","48487.61","53789.38","55683.416","65534.143","65409.326","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Varjota",,,,,,,,,,,,"34520","37924","39578","45351","54558.95","57281.23","63850.43","67203.71","68621.89","75195.379","79537.121","89136.789","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Várzea Alegre",,,,,,,,,,,,"69341","75905","82660","94699","108190.23","116071.00","124094.21","129478.06","138960.86","148620.364","156844.134","169262.087","R$",1000
"3.1.1.4","Administração, defesa, educação e saúde públicas e seguridade social","Viçosa do Ceará",,,,,,,,,,,,"107010","116309","119707","136069","159298.50","173235.60","182904.81","193215.70","204698.86","212028.668","216443.654","245596.198","R$",1000
"3.2","Série retropolada","Abaiara",,,,"13651","17110","16118","16367","21960","24475","29878","33553",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Acarape",,,,"29105","30370","31632","31764","34757","40178","47972","53126",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Acaraú",,,,"96463","117459","138715","143643","163140","180252","213005","227367",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Acopiara",,,,"81259","89539","96148","97472","117340","121114","152682","161365",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Aiuaba",,,,"17660","22855","22600","28745","36257","37510","49058","47181",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Alcântaras",,,,"14827","17076","17172","21005","22255","25872","28660","32230",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Altaneira",,,,"8978","10043","11026","11901","14828","16406","20116","21963",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Alto Santo",,,,"55888","34393","36628","38226","43793","53862","66256","74522",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Amontada",,,,"94956","114608","127247","150827","161377","147792","185977","198040",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Antonina do Norte",,,,"10812","12686","13487","15746","19855","19589","25191","24993",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Apuiarés",,,,"16790","19108","20577","25423","29276","30450","37505","40748",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Aquiraz",,,,"213446","229877","279182","296991","319489","347097","453447","524976",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Aracati",,,,"198386","236388","288131","301960","328800","339853","402181","434466",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Aracoiaba",,,,"41250","45550","48196","54174","60983","64495","80435","90057",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Ararendá",,,,"16299","18089","19042","20622","24320","25216","32457","32470",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Araripe",,,,"29062","37970","37828","44740","52844","57159","71217","79653",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Aratuba",,,,"27284","36824","39993","39079","50271","46887","58298","56473",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Arneiroz",,,,"12261","13921","14317","16581","18481","19555","26374","25465",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Assaré",,,,"32306","41485","39935","43182","55293","56175","73300","95444",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Aurora",,,,"43245","56434","45910","52929","66317","62669","84038","92772",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Baixio",,,,"8566","10668","10740","12202","14631","13710","18398","19693",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Banabuiú",,,,"29933","39816","46738","53410","58655","65996","85811","79250",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Barbalha",,,,"135563","139694","154004","167925","200096","216623","272975","323645",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Barreira",,,,"31279","35887","41461","45356","51328","53557","65004","71011",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Barro",,,,"41351","43402","40101","42930","58378","55882","80263","83112",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Barroquinha",,,,"20329","25690","27869","32789","35241","40742","49958","52274",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Baturité",,,,"65536","78723","90706","95811","111789","114727","131273","144565",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Beberibe",,,,"97467","120394","131455","148971","171676","181692","239435","263206",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Bela Cruz",,,,"38099","45441","47934","54963","62799","66541","80234","88632",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Boa Viagem",,,,"93219","109825","105825","116462","138992","139703","192894","183151",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Brejo Santo",,,,"79547","106338","94827","116122","136452","143979","171304","187274",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Camocim",,,,"112247","142389","171115","184283","188714","214973","237656","255317",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Campos Sales",,,,"46606","43836","53322","59616","69905","71888","87884","96882",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Canindé",,,,"144493","158706","172578","189213","217625","225735","307353","287638",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Capistrano",,,,"24822","33151","31942","37287","46815","44713","56335","57610",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Caridade",,,,"37373","34099","33358","32864","40220","41630","58072","57273",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Cariré",,,,"27138","37962","34620","37883","43885","47190","56708","59615",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Caririaçu",,,,"40316","50353","50061","49937","60838","62484","80174","91197",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Cariús",,,,"25432","31399","33654","34134","38876","42607","51232","56210",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Carnaubal",,,,"20706","24830","28187","33073","38288","38194","48786","55271",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Cascavel",,,,"216690","239647","319549","328182","285578","279563","363771","372429",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Catarina",,,,"19785","22671","25986","29624","34049","34939","44637","46875",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Catunda",,,,"15800","17984","16723","19602","26942","25045","35730","35046",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Caucaia",,,,"715871","827802","936489","1045804","1289342","1438016","1685302","1958857",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Cedro",,,,"36055","45174","47566","51312","60875","62098","75888","87706",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Chaval",,,,"16193","19112","21358","26146","28518","29421","37704","42178",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Choró",,,,"21670","22933","22090","25338","27360","29123","37227","42857",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Chorozinho",,,,"33340","37311","41057","44593","50004","52998","60511","68025",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Coreaú",,,,"27539","32854","33817","46058","45210","48359","61439","69658",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Crateús",,,,"141012","179720","193510","217594","262506","260190","286673","314331",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Crato",,,,"332311","376618","414942","454178","505093","546527","650376","736578",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Croatá",,,,"24163","30268","33509","38020","43932","44596","59699","58393",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Cruz",,,,"34339","38141","40428","48258","56921","58534","75067","78842",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Deputado Irapuan Pinheiro",,,,"15101","17432","17587","21106","23917","23681","34001","33954",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Ereré",,,,"10241","12114","12981","13278","16045","17885","22821","24886",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Eusébio",,,,"326990","360002","442561","503801","569758","656881","806177","933538",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Farias Brito",,,,"31122","39413","38312","40941","50388","49008","61644","64330",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Forquilha",,,,"29416","35384","43572","54082","52185","58043","68044","76348",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Fortaleza",,,,"11284716","12876967","14399136","16378830","18153471","20276827","23472033","27284439",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Fortim",,,,"37279","55653","53838","41688","42549","49121","58571","66108",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Frecheirinha",,,,"19921","25044","25512","28715","34861","36189","45150","51285",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","General Sampaio",,,,"9159","11285","11866","12602","14721","17063","22403","24581",,,,,,,,,,,,,"R$",1000
"3.2","Série retropolada","Graça",,,,"20404","24182","26051","28841","35361","36314","42018","47190",,,,,,,,,,,,,"R$",1000
