"Posição","Nome","Localidade","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Unidade","Multiplicador"
"1","Taxa de mortalidade infantil","Pacatuba","13.16","9.88","22.73","10.61","14.97","10.44","18.07","14.01","7.45","13.63","14.55","11.95","9.28","12.76","9.32","16.52","14.3","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pacoti","6.67","27.93","14.93","5.38","10.81","-","6.49","-","-","5.78","6.13","19.48","-","19.61","24.79","30.53","8.13","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pacujá","12.35","11.63","11.36","10.31","24.1","-","22.73","12.5","-","13.7","15.63","-","-","29.41","-","-","-","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Palhano","23.26","7.52","44.25","7.87","-","-","19.23","-","27.03","-","-","20.41","27.03","27.03","24.39","-","20.41","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Palmácia","-","17.7","19.05","9.52","46.88","16.53","15.04","19.42","9.26","18.69","9.09","8.55","-","-","-","9.35","12.2","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Paracuru","12.24","15.59","10.57","14.81","15.18","12.26","3.76","10.95","13.7","10.36","17.86","9.26","8.46","14.85","13.18","10.77","16.67","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Paraipaba","16.28","11.42","6.47","14.08","6.67","15.38","13.79","9.32","9.43","12.53","6.94","19.18","12.68","2.44","4.24","7.04","8.91","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Parambu","21.03","15.73","13.31","16.63","8.25","4.56","5.06","4.93","5.01","14.22","5","10.62","6.94","27.27","12.11","2.19","13.45","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Paramoti","15.08","5.13","5.49","20.83","6.8","37.59","16.39","13.99","34.48","7.09","23.26","-","6.94","9.17","17.24","-","8.26","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pedra Branca","22.8","19.23","22.22","19.26","15.65","22.57","18.58","11.11","18.35","17.86","12.07","16.85","13.81","10.33","6.3","18.44","17.33","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Penaforte","34.19","-","25.16","20.83","10.75","5.99","11.24","11.24","11.83","5.85","16.48","36.14","10.31","23.92","5.68","5.71","7.63","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pentecoste","17.24","13.99","22.51","14.65","3.96","7.5","15.09","14.26","13.51","13.91","11.29","13.92","15.65","12.92","7.81","19.27","13.76","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pereiro","32.49","15.81","8.58","8.33","13.51","19.51","9.26","15","4.37","26.04","29.7","16.13","8.81","9.01","10.42","14.29","22.47","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pindoretama","11.36","14.08","20.34","21.98","9.93","10.42","17.42","6.73","3.18","13.47","13.07","6.33","12.23","11.73","22.36","6.29","3.72","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Piquet Carneiro","16.76","-","11.56","11.24","18.52","11.24","11.7","19.23","6.45","-","18.87","-","6.33","18.52","25","-","27.59","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Pires Ferreira","21.58","6.37","9.26","8.93","19.61","-","17.7","9.26","9.62","-","21.98","-","-","-","21.28","8.77","9.09","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Poranga","15.87","15.63","14.85","32.09","20.51","31.25","24.39","6.62","25.48","17.96","10.87","16.3","4.83","18.63","6.21","20.13","15.87","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Porteiras","20.62","4.31","20.83","15.38","23.81","7.84","3.82","14.93","11.28","4.17","25.21","7.41","11.36","15.04","8.37","26.22","11.54","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Potengi","69.23","31.75","14.42","29.94","25.25","20.27","7.09","26.14","29.41","7.3","-","7.87","-","14.29","17.54","28.78","9.71","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Potiretama","52.08","25.97","-","24.69","12.35","24.1","-","-","-","13.51","-","-","13.89","-","14.71","14.49","25.64","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Quiterianópolis","28.33","6.45","23.6","10.71","13.61","14.18","27.27","21.74","23.81","11.58","14.02","24.79","15.38","19.23","13.16","12.71","13.1","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Quixadá","17.81","19.54","23.48","13.06","14.26","20.03","8.37","22.71","17.86","16.48","17.23","19.89","8.34","16","21.31","18.64","12.38","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Quixelô","16.88","15.5","8.23","16.06","4.27","38.46","4.9","16.22","11.76","4.46","24.54","11.11","17.94","34.48","26.88","11.43","16.95","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Quixeramobim","13.66","12.57","18.35","11.09","10.65","20.37","13.1","11.87","13.59","7.6","15.83","21.64","17.34","13.81","10.62","10.86","17.38","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Quixeré","21.2","15.87","27.03","16.13","3.51","10","3.68","3.97","23.81","18.75","7.58","14.76","12.61","4.13","15.21","12.05","7.52","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Redenção","15.63","16.39","21.79","11.44","8.64","32.18","17.17","21.22","15.98","8.83","7.98","2.42","10.81","18.92","9.07","5.01","16.71","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Reriutaba","9.65","22.56","14.98","23.08","13.65","-","12.1","17.62","28.69","9.95","9.48","29.79","36","12.3","8.7","-","13.27","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Russas","12.33","8.35","15.26","14.82","10.29","9.31","10.4","12.67","7.12","9.27","17.47","17.29","10.99","13.66","5.38","8.65","9.91","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Saboeiro","36.07","14.04","26.52","19.08","4.35","14.85","27.4","14.56","15.87","15.46","5.15","22.1","10.31","-","6.1","5.24","-","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Salitre","48.46","27.49","17.09","43.77","17.92","31.01","33.33","16.23","20.75","7.41","15.56","22.14","16.67","22.64","14.13","11.63","15.92","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Santana do Acaraú","20.2","14.98","9.88","20.75","22.4","10.5","18.63","22.77","33.33","16.81","13.02","16.87","14.29","13.99","27.33","12.76","13.59","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Santana do Cariri","24.32","20.13","18.87","19.61","28.48","35.24","15.87","14.65","10.47","25.32","8.77","10.31","3.88","6.97","8.2","-","8.7","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Santa Quitéria","26.98","14.64","15.36","15.54","17.36","15.71","13.89","16.64","16.72","24","23.57","10.18","14.87","23.68","9.63","12.02","8.83","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","São Benedito","20.71","13.48","22.86","12.97","9.43","14.56","22.99","21.01","10.65","15.36","12.9","10.4","8.03","15.7","9.13","15.01","11.8","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","São Gonçalo do Amarante","19.48","14.29","13.42","16.57","10.13","16.8","5.09","15.31","5.81","8.59","13.79","17.97","12.9","16.06","7.26","12.15","7.24","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","São João do Jaguaribe","-","11.9","12.2","23.53","13.33","24.1","-","-","13.89","-","-","12.05","13.33","24.69","-","-","55.56","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","São Luís do Curu","35.53","5.41","4.67","-","18.07","22.99","12.74","12.99","-","11.17","5.75","12.66","6.37","5.81","-","13.16","27.03","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Senador Pompeu","7.03","28.85","17.63","22.6","31.85","12.99","5.54","16.84","22.51","3.23","39.6","15.67","13.38","21.74","11.58","17.48","7.52","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Senador Sá","23.08","22.73","13.79","9.26","8.85","-","8.13","9.26","-","-","10.2","33.71","-","9.26","9.09","9.71","-","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Sobral","16.72","14.18","13.87","18.93","13.62","18.16","14.85","16.82","13.25","8.36","9.12","7.87","9.43","6.44","10.62","9.88","14.05","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Solonópole","16.26","13.51","14.93","14.78","9.26","14.56","23.53","10.26","17.44","15.31","19.61","33.65","26.04","23.04","6.41","23.26","11.83","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tabuleiro do Norte","15.2","5.19","24.45","14.93","14.12","18.91","2.6","19.28","17.28","12.44","21.45","14.08","10.61","15.46","14.33","14.33","25.56","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tamboril","23.61","17.9","13.16","18.82","7.85","6.06","18.52","22.73","20.34","14.75","14.08","3.5","24.17","11.8","21.54","20.71","20.35","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tarrafas","34.48","47.62","66.67","9.52","24.19","-","-","30.3","33.71","11.63","20.83","18.02","9.8","20.2","9.71","-","12.82","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tauá","25.47","12.32","13.84","10.34","11.15","10.55","11.17","8.22","12.16","11.2","14.47","8.19","8.96","12.94","14.8","9.07","14.16","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tejuçuoca","11.72","19.08","24.49","10.91","3.76","15.15","18.38","15.04","12.71","4.03","7.3","17.7","15.09","31.53","29.41","-","4.46","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tianguá","19.12","25.6","19","18.98","15.01","19.58","11.36","16.43","11.3","9.48","13.38","8.19","12.11","11.56","7.03","11.37","12.53","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Trairi","13.33","9.84","11.6","14.15","20.35","14.14","20.44","11.71","15.58","11.25","16.58","10.8","10.03","12.26","4.68","12.17","12.18","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Tururu","6.67","16","8.62","12.61","12.05","7.58","19.38","-","11.07","13.07","13.94","7.49","15.27","24.69","7.91","3.75","24.1","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Ubajara","12.7","24.63","12.24","15.82","16.19","9.54","18.35","3.62","18.15","19.11","14.6","13.07","22.1","13.42","18.15","10.4","8.73","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Umari","22.73","16.39","33.9","10.42","28.85","25.64","50","41.24","11.63","31.25","-","11.36","10.75","-","-","-","-","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Umirim","22.29","14.55","17.73","20.55","7.55","6.49","10.53","16.29","12.9","16.67","14.98","21.9","16.61","17.73","14.44","12.82","12.2","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Uruburetama","35.53","2.56","8.17","8.52","16.81","4.87","8.98","14.79","16.81","5.54","11.27","14.58","10.03","28.42","14.16","15.15","12.86","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Uruoca","16.95","10.42","10.15","9.8","16.76","15","5.68","-","5.81","31.75","20.13","18.87","21.28","10.05","18.52","29.07","5.78","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Varjota","13.84","23.08","13.27","15.87","18.59","10.75","21.66","20.98","12.35","-","10.99","11.81","12.2","3.66","7.41","11.63","3.86","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Várzea Alegre","10.45","9.84","26.36","10.81","9.47","7.69","4.07","17.58","11.03","5.49","10.29","8.55","11.28","4.02","10.68","11.01","12.38","óbitos por mil nascidos vivos",1
"1","Taxa de mortalidade infantil","Viçosa do Ceará","13.06","18.33","19.63","23.53","16.11","8.12","12.89","11.9","9.76","7.22","9.67","17.2","13.41","7.1","8.14","12.11","9.22","óbitos por mil nascidos vivos",1
"1.1","Nascidos vivos","Apuiarés","187","189","157","179","145","178","144","151","148","152","133","152","131","180","153","169","139","nascimentos",1
"1.1","Nascidos vivos","Caririaçu","469","444","458","409","425","357","411","393","355","373","391","391","419","458","396","375","383","nascimentos",1
"1.1","Nascidos vivos","Senador Pompeu","427","416","397","354","314","308","361","297","311","310","303","319","299","276","259","286","266","nascimentos",1
"1.1","Nascidos vivos","Quixeré","283","315","333","310","285","300","272","252","294","320","264","271","238","242","263","249","266","nascimentos",1
"1.1","Nascidos vivos","Ipueiras","632","584","615","543","571","568","496","470","465","482","453","485","527","483","523","471","452","nascimentos",1
"1.1","Nascidos vivos","Itarema","772","736","700","737","724","685","671","623","620","671","627","724","720","711","793","708","632","nascimentos",1
"1.1","Nascidos vivos","Nova Russas","536","478","416","510","441","421","422","382","335","385","351","367","430","368","369","392","338","nascimentos",1
"1.1","Nascidos vivos","Tabuleiro do Norte","329","385","409","402","425","423","384","363","405","402","373","355","377","388","349","349","313","nascimentos",1
"1.1","Nascidos vivos","Maranguape","1439","1365","1370","1356","1207","1343","1377","1399","1421","1518","1564","1527","1535","1516","1325","1219","1189","nascimentos",1
"1.1","Nascidos vivos","Icó","1080","1119","1038","1037","915","871","882","878","953","903","841","904","897","893","832","701","656","nascimentos",1
"1.1","Nascidos vivos","Araripe","435","489","491","438","396","400","369","341","345","359","354","390","363","366","333","346","298","nascimentos",1
"1.1","Nascidos vivos","Itapajé","894","866","869","668","807","770","777","703","775","760","702","722","717","780","659","630","558","nascimentos",1
"1.1","Nascidos vivos","Potengi","130","189","208","167","198","148","141","153","136","137","122","127","123","140","114","139","103","nascimentos",1
"1.1","Nascidos vivos","Morrinhos","326","367","382","337","362","276","315","318","284","244","251","315","378","320","333","328","330","nascimentos",1
"1.1","Nascidos vivos","Ibiapina","438","422","412","393","381","345","340","346","331","368","360","346","385","376","383","378","384","nascimentos",1
"1.1","Nascidos vivos","Altaneira","102","105","91","94","88","96","120","92","93","111","112","113","107","130","106","111","120","nascimentos",1
"1.1","Nascidos vivos","Jucás","386","402","410","375","375","370","337","322","363","342","307","341","364","304","284","323","297","nascimentos",1
"1.1","Nascidos vivos","Aquiraz","1033","1002","846","862","899","998","986","943","1078","1246","1123","1079","1206","1189","1124","1151","1069","nascimentos",1
"1.1","Nascidos vivos","Itaitinga","376","485","507","464","373","449","425","490","455","570","624","611","696","673","702","754","686","nascimentos",1
"1.1","Nascidos vivos","Carnaubal","273","258","249","253","272","238","219","234","226","237","234","269","237","266","225","276","238","nascimentos",1
"1.1","Nascidos vivos","Ocara","336","351","300","318","341","307","285","276","297","330","275","286","303","286","274","272","245","nascimentos",1
"1.1","Nascidos vivos","Farias Brito","264","296","340","309","302","303","271","275","251","304","210","248","272","267","242","241","195","nascimentos",1
"1.1","Nascidos vivos","Tianguá","1360","1250","1316","1212","1266","1226","1321","1278","1328","1372","1420","1465","1486","1471","1422","1495","1357","nascimentos",1
"1.1","Nascidos vivos","Orós","347","303","294","313","309","299","275","289","262","285","287","266","262","269","222","211","222","nascimentos",1
"1.1","Nascidos vivos","Missão Velha","463","635","554","605","635","578","578","592","567","634","547","584","628","595","579","612","565","nascimentos",1
"1.1","Nascidos vivos","Martinópole","150","179","204","139","174","163","174","162","168","150","144","151","180","172","189","187","190","nascimentos",1
"1.1","Nascidos vivos","Morada Nova","865","861","853","831","860","787","693","686","716","762","720","755","698","769","691","729","686","nascimentos",1
"1.1","Nascidos vivos","Ibicuitinga","161","177","175","164","161","175","148","197","156","158","141","156","149","149","131","119","114","nascimentos",1
"1.1","Nascidos vivos","Santa Quitéria","630","683","651","579","576","573","576","541","598","375","297","491","538","549","519","499","453","nascimentos",1
"1.1","Nascidos vivos","São Benedito","821","890","831","848","848","824","783","809","751","781","775","769","747","828","767","733","763","nascimentos",1
"1.1","Nascidos vivos","Tururu","300","250","232","238","249","264","258","218","271","306","287","267","262","243","253","267","249","nascimentos",1
"1.1","Nascidos vivos","Jaguaretama","253","266","239","240","227","231","238","188","174","195","169","186","236","215","225","226","206","nascimentos",1
"1.1","Nascidos vivos","Pereiro","277","253","233","240","222","205","216","200","229","192","202","186","227","222","192","210","178","nascimentos",1
"1.1","Nascidos vivos","Moraújo","124","117","133","113","112","102","127","118","127","105","94","109","123","139","112","101","114","nascimentos",1
"1.1","Nascidos vivos","Cariré","216","236","224","251","223","196","193","202","227","198","207","190","237","244","254","236","208","nascimentos",1
"1.1","Nascidos vivos","Chaval","216","200","222","216","233","238","209","213","174","200","193","202","200","203","166","173","151","nascimentos",1
"1.1","Nascidos vivos","Itaiçaba","81","75","75","86","110","83","76","75","101","96","97","87","91","92","91","81","68","nascimentos",1
"1.1","Nascidos vivos","Jaguaribara","145","164","177","166","163","147","131","142","148","159","145","137","162","143","137","116","122","nascimentos",1
"1.1","Nascidos vivos","Boa Viagem","849","764","798","805","736","732","754","632","683","680","613","638","723","616","646","652","565","nascimentos",1
"1.1","Nascidos vivos","Alto Santo","231","226","191","194","182","213","200","177","189","217","217","180","194","178","165","188","178","nascimentos",1
"1.1","Nascidos vivos","Caucaia","4565","5116","4946","4881","4702","4929","4821","5058","5012","5396","5044","5428","5475","5346","5124","4979","4789","nascimentos",1
"1.1","Nascidos vivos","Banabuiú","330","305","295","287","295","275","265","252","257","269","291","262","294","264","246","226","203","nascimentos",1
"1.1","Nascidos vivos","Tauá","589","893","795","774","807","758","716","730","740","714","760","733","781","773","743","772","706","nascimentos",1
"1.1","Nascidos vivos","Redenção","512","366","459","437","463","404","466","377","438","453","376","413","370","370","441","399","359","nascimentos",1
"1.1","Nascidos vivos","Pentecoste","580","572","533","546","505","533","530","561","444","575","443","503","575","542","512","467","436","nascimentos",1
"1.1","Nascidos vivos","Pindoretama","264","284","295","273","302","288","287","297","314","297","306","316","327","341","313","318","269","nascimentos",1
"1.1","Nascidos vivos","Crateús","1356","1221","1176","1044","1115","1056","1047","939","1023","1095","954","913","1071","1100","981","951","926","nascimentos",1
"1.1","Nascidos vivos","Quiterianópolis","353","310","339","280","294","282","220","230","252","259","214","242","260","260","228","236","229","nascimentos",1
"1.1","Nascidos vivos","Tejuçuoca","256","262","245","275","266","264","272","266","236","248","274","226","265","222","238","209","224","nascimentos",1
"1.1","Nascidos vivos","Penaforte","117","152","159","144","186","167","178","178","169","171","182","166","194","209","176","175","131","nascimentos",1
"1.1","Nascidos vivos","Forquilha","367","378","355","366","314","331","307","315","317","244","265","281","340","327","331","265","240","nascimentos",1
"1.1","Nascidos vivos","Tamboril","466","447","380","425","382","330","324","264","295","339","284","286","331","339","325","338","344","nascimentos",1
"1.1","Nascidos vivos","Santana do Acaraú","594","601","506","482","491","476","483","483","480","357","384","415","420","429","439","392","368","nascimentos",1
"1.1","Nascidos vivos","Poranga","252","192","202","187","195","160","164","151","157","167","184","184","207","161","161","149","126","nascimentos",1
"1.1","Nascidos vivos","Aiuaba","247","256","200","227","226","196","211","160","156","169","172","184","193","175","199","163","163","nascimentos",1
"1.1","Nascidos vivos","Chorozinho","330","272","243","252","258","288","279","300","307","291","263","235","313","312","270","261","190","nascimentos",1
"1.1","Nascidos vivos","Sobral","3169","3245","3100","3169","3084","3193","3164","3269","3471","3468","3288","3305","3392","3262","3107","2934","2776","nascimentos",1
"1.1","Nascidos vivos","Piquet Carneiro","179","172","173","178","162","178","171","156","155","162","159","144","158","162","120","156","145","nascimentos",1
"1.1","Nascidos vivos","Paracuru","490","513","473","540","461","571","532","639","584","579","616","648","591","606","607","557","540","nascimentos",1
"1.1","Nascidos vivos","Guaramiranga","106","91","98","88","79","96","95","76","82","73","75","77","88","67","76","86","74","nascimentos",1
"1.1","Nascidos vivos","Barro","293","274","285","293","279","305","281","284","264","219","210","258","241","233","219","236","207","nascimentos",1
"1.1","Nascidos vivos","Limoeiro do Norte","776","789","841","794","774","821","766","785","756","847","770","793","784","730","731","705","698","nascimentos",1
"1.1","Nascidos vivos","Russas","892","958","983","1012","972","967","962","947","983","1079","916","983","1001","952","929","925","908","nascimentos",1
"1.1","Nascidos vivos","São João do Jaguaribe","85","84","82","85","75","83","81","64","72","73","81","83","75","81","59","50","36","nascimentos",1
"1.1","Nascidos vivos","Bela Cruz","481","524","514","420","421","378","432","410","373","451","387","394","399","427","386","399","356","nascimentos",1
"1.1","Nascidos vivos","Miraíma","233","255","229","241","217","212","214","195","198","211","175","173","182","208","189","170","152","nascimentos",1
"1.1","Nascidos vivos","Pacujá","81","86","88","97","83","79","88","80","74","73","64","83","80","68","83","72","80","nascimentos",1
"1.1","Nascidos vivos","Maracanaú","3538","3713","4191","4564","4554","4371","4256","4112","4472","4672","4398","4420","4432","4543","4137","4149","3658","nascimentos",1
"1.1","Nascidos vivos","Ararendá","190","170","150","143","140","135","115","99","125","101","115","121","155","149","142","132","153","nascimentos",1
"1.1","Nascidos vivos","Palmácia","133","113","105","105","128","121","133","103","108","107","110","117","101","132","117","107","82","nascimentos",1
"1.1","Nascidos vivos","Catunda","170","142","170","125","117","106","127","123","109","96","78","123","94","111","104","85","100","nascimentos",1
"1.1","Nascidos vivos","Itapiúna","154","349","304","269","266","280","251","230","231","280","225","226","222","222","203","225","182","nascimentos",1
"1.1","Nascidos vivos","Abaiara","98","123","137","132","144","151","155","116","135","139","120","129","154","146","151","147","149","nascimentos",1
"1.1","Nascidos vivos","Barbalha","802","1018","1074","1065","1031","1135","1049","1095","1118","1152","1126","1179","1203","1260","1278","1193","1111","nascimentos",1
"1.1","Nascidos vivos","Umari","132","122","118","96","104","78","80","97","86","96","65","88","93","87","79","70","73","nascimentos",1
"1.1","Nascidos vivos","Uruoca","177","192","197","204","179","200","176","188","172","126","149","159","188","199","162","172","173","nascimentos",1
"1.1","Nascidos vivos","Quixadá","1404","1382","1363","1378","1262","1348","1314","1189","1232","1274","1277","1307","1438","1375","1267","1234","1212","nascimentos",1
"1.1","Nascidos vivos","Canindé","1064","1219","1256","1169","1214","1072","1117","1049","1122","1160","1056","1072","1174","1133","1043","1078","1018","nascimentos",1
"1.1","Nascidos vivos","Amontada","833","765","728","757","690","706","704","676","627","707","689","722","759","699","688","772","658","nascimentos",1
"1.1","Nascidos vivos","Independência","378","356","341","344","344","322","312","262","308","292","260","296","323","267","301","307","295","nascimentos",1
"1.1","Nascidos vivos","Mucambo","202","198","228","220","182","189","189","175","164","140","163","173","187","158","172","158","186","nascimentos",1
"1.1","Nascidos vivos","Jati","106","107","101","98","109","133","114","106","118","130","142","131","123","132","119","88","93","nascimentos",1
"1.1","Nascidos vivos","Senador Sá","130","88","145","108","113","105","123","108","108","68","98","89","112","108","110","103","93","nascimentos",1
"1.1","Nascidos vivos","Assaré","155","348","321","272","292","294","331","296","253","305","271","286","291","298","271","282","259","nascimentos",1
"1.1","Nascidos vivos","São Gonçalo do Amarante","616","560","596","664","691","774","786","784","860","931","943","946","930","872","826","823","829","nascimentos",1
"1.1","Nascidos vivos","Groaíras","155","138","150","125","122","132","152","120","144","98","120","119","127","164","146","122","114","nascimentos",1
"1.1","Nascidos vivos","Itapipoca","2271","2062","2103","2144","2122","2074","2032","1988","2079","2163","1988","2018","2245","2206","2073","2115","2045","nascimentos",1
"1.1","Nascidos vivos","Croatá","290","267","281","263","225","225","222","204","233","244","192","187","225","265","256","263","210","nascimentos",1
"1.1","Nascidos vivos","Ibaretama","258","242","191","221","221","198","197","182","208","204","213","193","204","203","182","169","165","nascimentos",1
"1.1","Nascidos vivos","Monsenhor Tabosa","291","277","249","243","261","211","232","203","216","192","239","224","258","246","202","215","189","nascimentos",1
"1.1","Nascidos vivos","Marco","496","461","500","516","494","502","503","516","494","498","496","490","582","534","549","513","530","nascimentos",1
"1.1","Nascidos vivos","Pacoti","150","179","201","186","185","186","154","148","169","173","163","154","157","153","121","131","123","nascimentos",1
"1.1","Nascidos vivos","Uruburetama","394","390","367","352","357","411","334","338","357","361","355","343","399","387","353","330","311","nascimentos",1
"1.1","Nascidos vivos","Frecheirinha","212","219","243","200","197","212","225","249","259","194","207","242","272","263","274","235","232","nascimentos",1
"1.1","Nascidos vivos","Ipu","653","647","646","598","601","586","571","563","556","570","555","585","670","671","692","647","544","nascimentos",1
"1.1","Nascidos vivos","Mulungu","142","135","158","166","144","128","146","134","148","147","132","131","125","127","142","151","116","nascimentos",1
"1.1","Nascidos vivos","Acaraú","1028","913","965","916","943","964","961","968","964","1039","1010","1021","1054","1075","1014","970","969","nascimentos",1
"1.1","Nascidos vivos","Crato","2161","2066","2167","2075","2136","2108","2130","2049","2230","2168","2143","2138","2266","2212","2101","2083","1884","nascimentos",1
"1.1","Nascidos vivos","Pedra Branca","658","676","630","675","639","576","592","540","545","504","497","534","507","484","476","488","404","nascimentos",1
"1.1","Nascidos vivos","Beberibe","695","734","689","628","544","614","567","600","579","696","672","599","657","702","579","643","569","nascimentos",1
"1.1","Nascidos vivos","Caridade","283","330","272","253","243","221","231","273","261","253","226","240","243","277","212","239","195","nascimentos",1
"1.1","Nascidos vivos","Cascavel","1065","852","930","928","910","936","860","970","987","1014","978","1003","1023","1075","1008","938","888","nascimentos",1
"1.1","Nascidos vivos","Aracoiaba","365","383","359","402","340","378","358","390","382","363","395","383","418","375","345","341","301","nascimentos",1
"1.1","Nascidos vivos","Acarape","213","209","216","249","213","195","242","243","237","224","226","206","199","215","187","189","184","nascimentos",1
"1.1","Nascidos vivos","Paramoti","199","195","182","144","147","133","122","143","145","141","129","115","144","109","116","100","121","nascimentos",1
"1.1","Nascidos vivos","Irauçuba","320","371","369","367","401","378","383","312","355","297","304","288","357","360","365","398","330","nascimentos",1
"1.1","Nascidos vivos","Pacajus","946","945","964","907","925","859","902","973","972","1011","865","911","918","938","920","953","889","nascimentos",1
"1.1","Nascidos vivos","Icapuí","279","267","312","283","227","252","218","232","260","268","244","269","228","245","265","204","201","nascimentos",1
"1.1","Nascidos vivos","Jijoca de Jericoacoara","297","328","328","250","286","259","246","290","290","278","306","355","432","417","392","377","393","nascimentos",1
"1.1","Nascidos vivos","Choró","258","212","226","222","210","203","193","204","206","196","191","176","235","168","141","170","147","nascimentos",1
"1.1","Nascidos vivos","Aratuba","222","183","194","202","205","168","188","156","180","172","152","163","172","176","148","152","144","nascimentos",1
"1.1","Nascidos vivos","Saboeiro","305","285","264","262","230","202","219","206","189","194","194","181","194","188","164","191","145","nascimentos",1
"1.1","Nascidos vivos","Granjeiro","72","55","77","66","59","76","62","75","52","58","63","72","77","73","73","74","60","nascimentos",1
"1.1","Nascidos vivos","Ereré","63","78","56","60","41","37","48","50","45","30","15","23","22","34","36","27","54","nascimentos",1
"1.1","Nascidos vivos","Eusébio","783","821","818","770","785","821","884","999","1083","1258","1250","1273","1228","1228","1199","1221","1102","nascimentos",1
"1.1","Nascidos vivos","Massapê","629","624","527","563","600","517","574","546","519","422","484","532","643","619","590","539","514","nascimentos",1
"1.1","Nascidos vivos","Brejo Santo","523","695","671","708","721","711","653","693","698","803","699","738","852","798","782","666","705","nascimentos",1
"1.1","Nascidos vivos","Madalena","238","260","232","226","233","247","248","205","195","208","194","238","231","198","175","178","178","nascimentos",1
"1.1","Nascidos vivos","Capistrano","223","285","265","262","237","238","228","256","245","294","228","240","280","250","249","220","234","nascimentos",1
"1.1","Nascidos vivos","Porteiras","291","232","192","195","294","255","262","268","266","240","238","270","264","266","239","267","260","nascimentos",1
"1.1","Nascidos vivos","Milhã","188","176","163","178","158","157","150","130","121","172","159","153","157","150","140","150","144","nascimentos",1
"1.1","Nascidos vivos","Antonina do Norte","115","140","140","116","125","121","112","112","99","76","79","96","109","103","90","80","97","nascimentos",1
